iter	MAPE	RMSE	MAE
2596	0.06888563072	3590.023477	3056.846894
2597	0.06881320461	3586.934103	3053.913234
2598	0.06880242402	3586.295983	3053.435235
2599	0.06875365292	3583.844203	3051.184736
2600	0.06874619795	3583.218186	3050.847667
2601	0.06874147824	3582.572219	3050.444266
2602	0.06869902079	3579.259997	3047.849154
2603	0.0687059318	3578.543173	3047.508738
2604	0.06868423583	3577.278976	3046.624723
2605	0.06867593776	3576.708039	3046.304833
2606	0.06866779565	3576.125013	3045.983714
2607	0.06865866687	3575.561099	3045.614641
2608	0.06864772664	3574.730062	3044.814351
2609	0.06864184005	3574.093354	3044.424881
2610	0.06864057882	3573.564142	3044.171345
2611	0.06857544407	3569.761119	3041.155963
2612	0.06856616272	3569.027806	3040.620264
2613	0.06855771975	3568.390273	3040.231072
2614	0.06856235405	3567.689443	3039.908979
2615	0.06855264408	3567.048525	3039.525679
2616	0.06851386063	3565.074574	3037.71581
2617	0.06850826094	3564.503397	3037.393302
2618	0.06842835225	3561.744959	3035.141999
2619	0.06838384902	3560.238921	3033.396867
2620	0.06837377138	3559.580973	3033.011949
2621	0.06836698444	3558.992793	3032.68904
2622	0.06835529631	3558.338166	3032.247691
2623	0.06834474613	3557.711394	3031.81941
2624	0.06833204487	3556.947855	3031.228143
2625	0.06830667633	3556.030212	3030.288207
2626	0.0682372889	3552.877938	3027.540078
2627	0.06822291251	3552.034729	3026.781359
2628	0.0682160172	3551.400727	3026.39298
2629	0.06809259757	3545.984306	3021.327869
2630	0.0680730398	3544.618874	3020.362205
2631	0.06806381265	3543.968695	3019.91393
2632	0.06805020154	3542.370831	3018.967397
2633	0.06797526652	3538.253281	3015.602148
2634	0.06796974469	3537.625949	3015.157139
2635	0.06796464075	3537.053167	3014.82289
2636	0.06791998701	3534.96852	3012.841903
2637	0.06788259643	3532.917495	3010.979364
2638	0.06786625352	3532.088146	3010.239202
2639	0.06779222249	3528.413154	3006.915399
2640	0.06778175662	3527.766216	3006.468998
2641	0.06777253566	3527.206824	3006.093419
2642	0.06768441759	3523.969938	3003.127002
2643	0.06761356725	3521.530895	3000.834458
2644	0.06754554624	3518.47009	2998.138529
2645	0.06753848897	3517.914149	2997.772374
2646	0.06753267942	3517.307512	2997.451282
2647	0.06749249311	3515.302698	2995.572269
2648	0.06747448362	3514.444308	2994.708883
2649	0.0674565074	3513.597836	2993.867335
2650	0.06742394608	3511.789207	2992.226031
2651	0.06741817834	3511.153986	2991.825834
2652	0.06741293498	3510.623555	2991.572253
2653	0.06740974018	3510.129615	2991.300618
2654	0.06740095524	3509.510977	2990.881266
2655	0.06733995639	3506.492001	2988.058002
2656	0.06732292928	3505.586191	2987.090246
2657	0.06727174114	3502.579619	2984.820926
2658	0.06725809086	3501.765183	2984.069037
2659	0.06721675068	3499.669995	2982.696758
2660	0.06721223311	3499.11877	2982.401486
2661	0.06720884173	3498.511193	2982.068774
2662	0.06719660669	3497.540757	2981.126889
2663	0.06718310066	3496.909829	2980.753046
2664	0.06707337053	3493.740457	2977.98972
2665	0.06706805309	3492.998112	2977.421574
2666	0.06706017216	3492.373245	2977.039684
2667	0.06705370325	3491.750159	2976.65839
2668	0.06704253687	3491.153255	2976.18199
2669	0.06702131027	3489.865473	2975.216216
2670	0.06701466396	3489.259364	2974.905221
2671	0.06699463068	3488.050508	2974.069324
2672	0.06698797779	3487.422689	2973.685572
2673	0.06698142129	3486.802054	2973.305313
2674	0.0669709679	3485.529479	2972.53585
2675	0.06696595058	3484.932681	2972.219273
2676	0.06695945632	3484.329316	2971.863219
2677	0.06690008792	3481.03988	2969.270586
2678	0.06690168265	3480.314575	2968.869736
2679	0.06689055844	3479.367629	2968.249722
2680	0.06687414895	3478.626889	2967.473382
2681	0.06686233469	3478.029239	2967.097749
2682	0.06685572566	3477.434994	2966.78229
2683	0.06684965454	3476.813582	2966.389457
2684	0.06685931499	3476.145808	2966.085934
2685	0.06684841193	3475.518765	2965.693179
2686	0.06677991264	3472.922981	2962.730251
2687	0.06676525417	3472.084642	2961.856203
2688	0.06676183589	3471.552619	2961.594715
2689	0.06673839857	3470.294309	2960.541598
2690	0.06673259474	3469.696293	2960.18775
2691	0.06671595353	3469.089642	2959.776403
2692	0.06671081881	3468.495427	2959.449522
2693	0.06670336251	3467.956525	2959.1373
2694	0.06671154963	3467.322344	2958.87635
2695	0.06670726606	3466.723549	2958.510617
2696	0.06669288378	3466.110904	2958.134946
2697	0.06666088598	3463.272424	2955.423161
2698	0.06664651175	3462.644422	2954.988779
2699	0.06660687858	3460.681633	2953.145738
2700	0.0665407487	3456.995999	2950.149453
2701	0.06649999447	3455.1417	2948.50665
2702	0.06647068202	3451.827417	2946.208096
2703	0.06645007909	3450.417629	2945.238618
2704	0.06643248678	3449.811387	2944.828367
2705	0.06640039861	3448.054656	2943.224753
2706	0.06638571979	3447.457294	2942.809218
2707	0.06636912916	3446.593842	2941.916575
2708	0.06635900379	3445.979236	2941.429243
2709	0.06634992548	3445.149441	2940.661822
2710	0.06633365008	3444.610441	2940.294024
2711	0.0663395348	3443.935809	2939.985594
2712	0.06629172035	3440.477911	2937.346533
2713	0.06623220419	3437.506945	2934.733378
2714	0.0662232281	3436.888347	2934.366982
2715	0.06621428617	3436.350441	2934.021692
2716	0.066148054	3432.648476	2930.699515
2717	0.06609843765	3430.043482	2928.495817
2718	0.06609253962	3429.433636	2928.122449
2719	0.06605752991	3427.481809	2926.425667
2720	0.0659982499	3423.823944	2923.518374
2721	0.0659912045	3423.23913	2923.207578
2722	0.06597454719	3422.615653	2922.813981
2723	0.06596390189	3422.019891	2922.409407
2724	0.06595600577	3421.40765	2922.045533
2725	0.06596302365	3420.800452	2921.798686
2726	0.06589258926	3417.437908	2918.738842
2727	0.06588588487	3416.876394	2918.429661
2728	0.06588055677	3416.378248	2918.188388
2729	0.06587492344	3415.811375	2917.802685
2730	0.06580457282	3412.257105	2914.605975
2731	0.06579651934	3411.645326	2914.242448
2732	0.06578774946	3411.053294	2913.876265
2733	0.06577294756	3410.490015	2913.555081
2734	0.06572223676	3408.344401	2911.781297
2735	0.06571570619	3407.82565	2911.469236
2736	0.0656117045	3403.310956	2907.70531
2737	0.06552792153	3400.764283	2905.512359
2738	0.06551813942	3399.856063	2904.90963
2739	0.06548556026	3398.496966	2903.911014
2740	0.06548143599	3397.939374	2903.626236
2741	0.06547391705	3397.357832	2903.324427
2742	0.06546598066	3396.775263	2902.917175
2743	0.06539139315	3393.905848	2900.326004
2744	0.06537885977	3393.116963	2899.638695
2745	0.06537549924	3392.531068	2899.280113
2746	0.06536832566	3391.95671	2898.972775
2747	0.06536092927	3391.377104	2898.567297
2748	0.06535432326	3390.893964	2898.391206
2749	0.06534733787	3390.296155	2898.023285
2750	0.06534082542	3389.699099	2897.655629
2751	0.06529192784	3387.835957	2896.05298
2752	0.06528468237	3387.320285	2895.721312
2753	0.06526769448	3386.096862	2894.865854
2754	0.06526456796	3385.523287	2894.550705
2755	0.06520302321	3383.529075	2892.587133
2756	0.06518653448	3382.555716	2891.559504
2757	0.06517906898	3381.959711	2891.193403
2758	0.06517060439	3381.359418	2890.832464
2759	0.06516600107	3380.871044	2890.589766
2760	0.06515959752	3380.278321	2890.224651
2761	0.06514996579	3379.386377	2889.629138
2762	0.06510411814	3377.924079	2888.432874
2763	0.06509919176	3377.330977	2888.067672
2764	0.06508860919	3376.621288	2887.547131
2765	0.06507994455	3376.029506	2887.182426
2766	0.06505494872	3374.711866	2885.98936
2767	0.06499221165	3371.821033	2883.525296
2768	0.06498439128	3371.24788	2883.220778
2769	0.06493563531	3368.148505	2880.887432
2770	0.06492984822	3367.616664	2880.584127
2771	0.06492416186	3367.013149	2880.206381
2772	0.06491536596	3366.416293	2879.843855
2773	0.06484411408	3363.852526	2877.635502
2774	0.06483986754	3363.285222	2877.326374
2775	0.06483048514	3362.694599	2877.023297
2776	0.06480991553	3361.56139	2876.081687
2777	0.06480472907	3361.029919	2875.773926
2778	0.06479712337	3360.494087	2875.471179
2779	0.06475361304	3359.395796	2874.426053
2780	0.06474932408	3358.803557	2874.055645
2781	0.0647369649	3358.012719	2873.398613
2782	0.06472935966	3357.398492	2872.973978
2783	0.06472102678	3356.805724	2872.613206
2784	0.06471469227	3356.240414	2872.274527
2785	0.06469642965	3355.023403	2871.392957
2786	0.06469001834	3354.374997	2870.884054
2787	0.06467682935	3353.49761	2870.294839
2788	0.06466464685	3352.879156	2869.859924
2789	0.06466137102	3352.351489	2869.55351
2790	0.06465567135	3351.848554	2869.313402
2791	0.06464835201	3351.263975	2868.952311
2792	0.06464192747	3350.681344	2868.519158
2793	0.06463747542	3349.736053	2867.77554
2794	0.06461107069	3348.780882	2866.693486
2795	0.06454916014	3345.303768	2863.95286
2796	0.06453993825	3344.665591	2863.440852
2797	0.06449575419	3342.915154	2861.686429
2798	0.06443478037	3340.073723	2859.296198
2799	0.0644295052	3339.488087	2858.93523
2800	0.06443339437	3338.826666	2858.58124
2801	0.06442921069	3338.329486	2858.340409
2802	0.06442487964	3337.831547	2858.070942
2803	0.06434811472	3334.646308	2855.190594
2804	0.06434381004	3334.058161	2854.822797
2805	0.0643400152	3333.558163	2854.583717
2806	0.06433377283	3333.063699	2854.344045
2807	0.0643122587	3332.129998	2853.309147
2808	0.06430630222	3331.601891	2853.012666
2809	0.06430111618	3331.044906	2852.71402
2810	0.06420544994	3326.850192	2848.680572
2811	0.06417272385	3324.91317	2846.882383
2812	0.06416091363	3324.196842	2846.310364
2813	0.06408697809	3321.085689	2843.392929
2814	0.0640916665	3320.429969	2843.097054
2815	0.06409747109	3319.836665	2842.859616
2816	0.06407572651	3319.126998	2842.139561
2817	0.06403754353	3316.785923	2840.080563
2818	0.06402895049	3316.249207	2839.781887
2819	0.06390936383	3313.309402	2837.072474
2820	0.06386651153	3311.249742	2835.112599
2821	0.06385879834	3310.664367	2834.756287
2822	0.06385078823	3310.080552	2834.400434
2823	0.06381196667	3307.684079	2832.575354
2824	0.06380390831	3307.124511	2832.280955
2825	0.06380001091	3306.619463	2832.043156
2826	0.06379105287	3306.038606	2831.688372
2827	0.06373285666	3302.945204	2829.268244
2828	0.06372721849	3302.430286	2828.972045
2829	0.06371955079	3301.876085	2828.651664
2830	0.063724445	3301.289792	2828.416534
2831	0.0637165435	3300.711228	2828.062598
2832	0.06371252005	3300.164932	2827.766472
2833	0.06370581791	3299.618223	2827.40832
2834	0.06369835637	3299.042086	2827.057078
2835	0.06369019748	3298.471332	2826.702532
2836	0.06369773205	3297.863585	2826.460252
2837	0.06368528683	3297.193197	2825.917362
2838	0.06367846124	3296.617727	2825.564605
2839	0.06367274616	3296.041983	2825.202377
2840	0.06364545819	3293.894731	2823.465054
2841	0.06363364651	3293.28941	2823.051048
2842	0.06362554961	3292.720334	2822.697314
2843	0.06361968058	3292.128434	2822.363219
2844	0.06359883378	3291.339905	2821.601893
2845	0.06359019956	3290.766227	2821.249861
2846	0.06359562368	3290.136881	2820.956596
2847	0.0635849141	3289.376124	2820.26456
2848	0.06357747402	3288.803139	2819.912879
2849	0.06357043119	3288.255578	2819.621594
2850	0.063559321	3287.711441	2819.321474
2851	0.06354223112	3286.346843	2818.301602
2852	0.06353139815	3285.671187	2817.808715
2853	0.0635161296	3284.914551	2817.121796
2854	0.06348473709	3283.085168	2815.459482
2855	0.06342245536	3279.127626	2811.400532
2856	0.06338244886	3276.92878	2809.600524
2857	0.06334816519	3274.960603	2807.732435
2858	0.06333779561	3274.293845	2807.159777
2859	0.06328708646	3271.662385	2804.92896
2860	0.06328097512	3271.152578	2804.635425
2861	0.06323602743	3268.70685	2802.54282
2862	0.06322863269	3268.115336	2802.056483
2863	0.06321505238	3267.599785	2801.762956
2864	0.06318710819	3266.710243	2800.701198
2865	0.06319073784	3266.093607	2800.413442
2866	0.06317687304	3265.547685	2800.123401
2867	0.06315436631	3264.200166	2799.045393
2868	0.06310555323	3260.99027	2796.518844
2869	0.06308916237	3259.888931	2795.660322
2870	0.06307872445	3259.06527	2795.073617
2871	0.06307375271	3258.634849	2794.91798
2872	0.06306456947	3258.050152	2794.564202
2873	0.06303869111	3256.833686	2793.768718
2874	0.06298470401	3255.19791	2792.565292
2875	0.06295749678	3253.91862	2791.405671
2876	0.062935991	3252.920431	2790.486252
2877	0.06286920757	3250.128313	2788.618261
2878	0.06286203524	3249.615687	2788.326166
2879	0.06285909598	3249.181332	2788.150968
2880	0.06285486155	3248.697299	2787.880566
2881	0.06285280643	3248.23864	2787.668017
2882	0.06284189838	3247.559728	2787.131077
2883	0.06283875804	3247.018657	2786.833584
2884	0.06283505426	3246.538127	2786.564163
2885	0.06276269123	3243.568729	2784.644951
2886	0.06275657286	3243.006387	2784.295879
2887	0.06271094169	3240.855531	2782.713513
2888	0.06270411708	3240.374571	2782.476076
2889	0.0626554202	3237.532024	2780.1723
2890	0.0626485051	3236.96707	2779.825675
2891	0.06264261437	3236.468452	2779.536204
2892	0.06259710713	3234.222595	2777.691866
2893	0.0625439049	3232.616269	2776.504346
2894	0.06253909555	3232.052048	2776.149021
2895	0.06253298616	3231.521186	2775.859657
2896	0.06252193023	3230.860074	2775.259798
2897	0.06251531774	3230.255507	2774.92231
2898	0.06251073982	3229.804564	2774.751349
2899	0.06250670929	3229.287291	2774.452487
2900	0.0624922632	3228.571181	2773.787646
2901	0.06246510462	3226.878554	2772.618772
2902	0.06246057401	3226.31812	2772.265019
2903	0.062454962	3225.791397	2771.976844
2904	0.06243983861	3224.957867	2771.117985
2905	0.06241972533	3223.589706	2769.837993
2906	0.06237130124	3221.094853	2767.763591
2907	0.06236554263	3220.540009	2767.418107
2908	0.06234387776	3218.634519	2766.09016
2909	0.06233078238	3217.98493	2765.500292
2910	0.06233767867	3217.427299	2765.265481
2911	0.06231631903	3216.684885	2764.367186
2912	0.06230570083	3216.183218	2764.079368
2913	0.06229834636	3215.625331	2763.736204
2914	0.06227951587	3214.805513	2762.828863
2915	0.06227043686	3214.248065	2762.485939
2916	0.06222941921	3210.501901	2759.90928
2917	0.06222530924	3210.052494	2759.678415
2918	0.06223150915	3209.468541	2759.449927
2919	0.06222506152	3208.93978	2759.16619
2920	0.06221363667	3208.384677	2758.823313
2921	0.06220699227	3207.829714	2758.481382
2922	0.06220160277	3207.336414	2758.190167
2923	0.06214789045	3203.319158	2755.197746
2924	0.06209798968	3199.411692	2751.810983
2925	0.06208142186	3198.797482	2751.304045
2926	0.0620787509	3198.320861	2751.090015
2927	0.06208629147	3197.77151	2750.856865
2928	0.0620753676	3197.308857	2750.627201
2929	0.06206908142	3196.776712	2750.317596
2930	0.06206033479	3196.224622	2749.977381
2931	0.06206626714	3195.730525	2749.799711
2932	0.06204748237	3194.761083	2748.97024
2933	0.06203541798	3194.025896	2748.291287
2934	0.06196054655	3191.194762	2745.337236
2935	0.06194822297	3190.395781	2744.740784
2936	0.06194641612	3189.908692	2744.49864
2937	0.06192020377	3188.558298	2743.265847
2938	0.06188760842	3186.882823	2741.730339
2939	0.06183823006	3184.308462	2739.516457
2940	0.06178899646	3182.526579	2737.903438
2941	0.06177557374	3181.968185	2737.54676
2942	0.06176886109	3181.445483	2737.223326
2943	0.06176121947	3180.895441	2736.881967
2944	0.06175743917	3180.408052	2736.596743
2945	0.06174667993	3179.944993	2736.334295
2946	0.06166985714	3174.950283	2731.724707
2947	0.06166382384	3174.46654	2731.461305
2948	0.06165706537	3173.960384	2731.163412
2949	0.06166383135	3173.361002	2730.881886
2950	0.06165318114	3172.814745	2730.539154
2951	0.06161056333	3170.524908	2728.466342
2952	0.06160121354	3169.819203	2727.844307
2953	0.06159524792	3169.276914	2727.506026
2954	0.06158750409	3168.730144	2727.166371
2955	0.06148290343	3165.914514	2724.629506
2956	0.06146428922	3165.11178	2723.720486
2957	0.06145213239	3164.416907	2723.047117
2958	0.06143710962	3163.382873	2722.301971
2959	0.06143342132	3162.885108	2722.020449
2960	0.06141627756	3161.801899	2721.103564
2961	0.06141250747	3161.345946	2720.877437
2962	0.06140255269	3160.787296	2720.48853
2963	0.06138509304	3160.084047	2719.773887
2964	0.06134505998	3158.712318	2718.44821
2965	0.0613404539	3158.248526	2718.221886
2966	0.06128842722	3156.154936	2716.487351
2967	0.06128565942	3155.699891	2716.262713
2968	0.06128220743	3155.273029	2716.03428
2969	0.06126226433	3154.553712	2715.230765
2970	0.06125791572	3154.011633	2714.890437
2971	0.06124073113	3153.362538	2714.207548
2972	0.0612275685	3152.682654	2713.665583
2973	0.06116369232	3149.689607	2711.019008
2974	0.06113413392	3147.525999	2709.419129
2975	0.0611280417	3146.986924	2709.083087
2976	0.06111952996	3146.361242	2708.460107
2977	0.06112430684	3145.758214	2708.180169
2978	0.06111766828	3145.25861	2707.896731
2979	0.06110923627	3144.478271	2707.340264
2980	0.06110203466	3143.933477	2706.988038
2981	0.06105916615	3140.842647	2704.693338
2982	0.06105325576	3140.2647	2704.335038
2983	0.06099294055	3138.450759	2702.788128
2984	0.06098027878	3137.597946	2701.949816
2985	0.06097254089	3137.04091	2701.562307
2986	0.06090211751	3134.05981	2698.727266
2987	0.06089686861	3133.555436	2698.448886
2988	0.06089139287	3133.111602	2698.226569
2989	0.06088512444	3132.673984	2698.002211
2990	0.06087920078	3132.140448	2697.668672
2991	0.06085961363	3130.691028	2696.774595
2992	0.06084003054	3129.615832	2695.891931
2993	0.06083193071	3128.823679	2695.34454
2994	0.06082859318	3128.309135	2695.02961
2995	0.06082409489	3127.77615	2694.696529
2996	0.06082938088	3127.18833	2694.42014
2997	0.0608248105	3126.688369	2694.1431
2998	0.0607729647	3125.151181	2692.998187
2999	0.06076246895	3124.446588	2692.354515
3000	0.06075589228	3123.966514	2692.073456
3001	0.06074830168	3123.429548	2691.739353
3002	0.06074460522	3122.946532	2691.456358
3003	0.06070513497	3121.369321	2690.038102
3004	0.06069935124	3120.855124	2689.723626
3005	0.06068824779	3120.156499	2689.132921
3006	0.06067207099	3119.139444	2688.244192
3007	0.06061248586	3117.358103	2686.715894
3008	0.06060380298	3116.623965	2686.235817
3009	0.06059626279	3116.088106	2685.902443
3010	0.06059041687	3115.618104	2685.626225
3011	0.06058205127	3115.065533	2685.282663
3012	0.06054800742	3112.79966	2683.540521
3013	0.06054251479	3112.34861	2683.289112
3014	0.06053765083	3111.844525	2683.010591
3015	0.06053328097	3111.348338	2682.735007
3016	0.06052731682	3110.821004	2682.404542
3017	0.06051730816	3110.2807	2681.94848
3018	0.06048403322	3108.292363	2680.265026
3019	0.06047830939	3107.830906	2680.039119
3020	0.06046081325	3107.102302	2679.306143
3021	0.06045595938	3106.607345	2679.031006
3022	0.06043854688	3105.903624	2678.355299
3023	0.06043171325	3105.369895	2678.02017
3024	0.06042602954	3104.650097	2677.535917
3025	0.06042011044	3104.124303	2677.206293
3026	0.06041256624	3103.595554	2676.872856
3027	0.06037251816	3101.934644	2675.40159
3028	0.06036543047	3101.431933	2675.123575
3029	0.06028947402	3098.62466	2672.630407
3030	0.06026620197	3097.354147	2671.564686
3031	0.06026157465	3096.93522	2671.332448
3032	0.06025349667	3096.402182	2671.000916
3033	0.06024861703	3095.994727	2670.833353
3034	0.06024424786	3095.531649	2670.614298
3035	0.06019624735	3092.970633	2668.492322
3036	0.06018704294	3092.207824	2667.946271
3037	0.06018079728	3091.711763	2667.672479
3038	0.06017591218	3091.246003	2667.452131
3039	0.06017089864	3090.723795	2667.124251
3040	0.0601643121	3090.20221	2666.796597
3041	0.06015600359	3089.673136	2666.466609
3042	0.06015116132	3089.173438	2666.178204
3043	0.06013055538	3088.426727	2665.252738
3044	0.0600704229	3085.718971	2663.023266
3045	0.0600663144	3085.231072	2662.750514
3046	0.06005118598	3084.518505	2662.025396
3047	0.06004413004	3083.998771	2661.698667
3048	0.060031752	3083.285377	2660.969751
3049	0.05994187118	3079.453523	2657.770428
3050	0.0599347038	3078.957429	2657.494945
3051	0.05992813166	3078.451834	2657.185407
3052	0.05992305619	3077.932271	2656.859036
3053	0.05991677227	3077.528243	2656.657908
3054	0.05990916711	3076.837836	2656.192787
3055	0.05990431627	3076.350177	2655.921331
3056	0.05989506486	3075.688831	2655.328953
3057	0.05988053737	3074.899385	2654.703057
3058	0.05981875885	3072.40065	2652.405281
3059	0.05979598659	3071.642187	2651.53199
3060	0.05979309829	3071.120309	2651.202367
3061	0.05979983734	3070.603996	2650.986117
3062	0.05977674897	3069.778389	2649.983119
3063	0.05977095347	3069.347717	2649.764599
3064	0.0597663581	3068.873782	2649.49366
3065	0.05975676705	3068.321855	2649.147516
3066	0.05971396772	3066.708544	2647.738074
3067	0.05970999038	3066.296004	2647.521202
3068	0.05970484129	3065.776614	2647.192637
3069	0.05969806421	3065.291663	2646.922475
3070	0.05964053522	3062.972866	2645.007012
3071	0.05963592985	3062.488822	2644.737011
3072	0.05963133949	3062.009011	2644.467016
3073	0.05962785593	3061.551324	2644.194983
3074	0.05962271156	3061.083734	2643.925603
3075	0.05961323961	3060.55032	2643.59291
3076	0.05960858292	3060.06783	2643.317689
3077	0.05960223744	3059.581514	2643.045494
3078	0.05959065792	3058.929366	2642.45799
3079	0.05958379422	3058.460078	2642.177177
3080	0.05957119025	3057.835556	2641.614336
3081	0.05956411991	3057.347029	2641.307784
3082	0.05955753276	3056.584361	2640.720524
3083	0.05949639918	3053.48	2638.211667
3084	0.05943609651	3051.364969	2636.626723
3085	0.05943010229	3050.852943	2636.304148
3086	0.05942294015	3050.270144	2635.906274
3087	0.05940503961	3049.488135	2635.018115
3088	0.05941159845	3048.950822	2634.800287
3089	0.05940611398	3048.470765	2634.531946
3090	0.0593996891	3047.989557	2634.228156
3091	0.05939176163	3047.269805	2633.742567
3092	0.05935494541	3045.767078	2632.319188
3093	0.05934385316	3044.974972	2631.830601
3094	0.05928700437	3042.296161	2629.95561
3095	0.05922269652	3039.384597	2627.371338
3096	0.05919617662	3038.337827	2626.418851
3097	0.05918854481	3037.822021	2626.095784
3098	0.05915895203	3036.080615	2624.725718
3099	0.05907835119	3031.81763	2620.983153
3100	0.05906770004	3031.302146	2620.657695
3101	0.05906364519	3030.833966	2620.387899
3102	0.05905323227	3030.391255	2620.174221
3103	0.05904977666	3029.963084	2619.960877
3104	0.05904540608	3029.455844	2619.640981
3105	0.05902533887	3028.773375	2618.779628
3106	0.0590202387	3028.313202	2618.513054
3107	0.05898235411	3025.721694	2616.597912
3108	0.05896571381	3024.953159	2615.72268
3109	0.05895131427	3024.229036	2614.964635
3110	0.05893620404	3023.547587	2614.235886
3111	0.05893628295	3022.98903	2614.009968
3112	0.05889884114	3019.586044	2611.642482
3113	0.05889186937	3019.059374	2611.267142
3114	0.05886911675	3017.761599	2610.323545
3115	0.05883285207	3015.558349	2608.662218
3116	0.05881744795	3014.857618	2607.948694
3117	0.05880487568	3014.381469	2607.682846
3118	0.05879398518	3013.911846	2607.417478
3119	0.05869253567	3011.260571	2604.9674
3120	0.05868951074	3010.865846	2604.808172
3121	0.05868535135	3010.44804	2604.595546
3122	0.05868182009	3010.069429	2604.407059
3123	0.05862992554	3008.13349	2602.617876
3124	0.05862408664	3007.668278	2602.349657
3125	0.05861811371	3007.165428	2602.032347
3126	0.05853024889	3002.902227	2598.285739
3127	0.05848459984	3000.717518	2596.447122
3128	0.05848221422	3000.300321	2596.234308
3129	0.05847831549	2999.83964	2595.967739
3130	0.05841128847	2996.693579	2593.153734
3131	0.05835243034	2994.231687	2591.28001
3132	0.0583451294	2993.723955	2590.961871
3133	0.05833929363	2993.254835	2590.698325
3134	0.05833360771	2992.754246	2590.382472
3135	0.05832615291	2992.25004	2590.065497
3136	0.05831050537	2991.590015	2589.357056
3137	0.05829663307	2990.993766	2588.846193
3138	0.0582922475	2990.490531	2588.526806
3139	0.05823908306	2988.735785	2587.249108
3140	0.05823369671	2988.237073	2586.934064
3141	0.05823013114	2987.748998	2586.616777
3142	0.05820814178	2987.055807	2585.740306
3143	0.05814730915	2984.800127	2583.793492
3144	0.05814244178	2984.337993	2583.530841
3145	0.05810981135	2983.209716	2582.469686
3146	0.05808658106	2982.390301	2581.52632
3147	0.05807819031	2981.874402	2581.203373
3148	0.05807050905	2981.12744	2580.585354
3149	0.05804976387	2980.046004	2579.645575
3150	0.05804285256	2979.588513	2579.380539
3151	0.05803882791	2979.123723	2579.112922
3152	0.05803472205	2978.642568	2578.817414
3153	0.05802699274	2978.137997	2578.501039
3154	0.05801983132	2977.714816	2578.176111
3155	0.05801566793	2977.219115	2577.862587
3156	0.0579893318	2975.222567	2576.309861
3157	0.05795565271	2973.11922	2574.640906
3158	0.05794941954	2972.727566	2574.431901
3159	0.057908513	2971.187112	2573.075403
3160	0.05789812656	2970.491975	2572.593674
3161	0.05782523954	2967.548073	2569.748383
3162	0.05779963191	2966.277063	2568.717319
3163	0.0577573162	2963.297404	2565.853574
3164	0.05773132332	2961.781356	2564.627525
3165	0.05770386414	2960.211598	2563.261778
3166	0.05769900818	2959.751178	2563.000571
3167	0.05769460453	2959.38907	2562.844188
3168	0.05769028156	2958.933031	2562.577757
3169	0.05768718994	2958.530157	2562.366095
3170	0.05768013612	2958.032611	2562.052996
3171	0.05762558607	2955.177784	2559.356625
3172	0.0575630523	2951.279302	2555.861787
3173	0.05755384804	2950.653526	2555.294871
3174	0.05754347571	2950.134144	2554.928632
3175	0.05753198933	2949.387734	2554.316154
3176	0.05752821301	2948.943178	2554.056684
3177	0.05752064608	2948.449833	2553.693793
3178	0.05751563505	2948.015736	2553.435055
3179	0.0574852229	2946.736724	2552.152877
3180	0.05747453658	2946.118473	2551.589535
3181	0.0574553759	2945.08136	2550.661543
3182	0.05744920813	2944.539349	2550.322548
3183	0.05742150717	2943.147256	2548.848089
3184	0.05737097529	2941.058197	2547.278607
3185	0.05736384845	2940.561303	2546.953833
3186	0.05736026463	2940.02338	2546.640598
3187	0.05735030881	2939.531193	2546.327473
3188	0.05730008729	2936.672519	2543.855507
3189	0.05729362035	2936.026651	2543.417347
3190	0.05724342753	2933.297428	2541.196713
3191	0.05720794897	2929.608082	2538.412287
3192	0.05719791269	2929.060081	2538.058508
3193	0.05715427555	2927.122371	2536.362368
3194	0.05715144328	2926.768655	2536.208201
3195	0.05709948365	2925.16231	2534.829349
3196	0.05709405495	2924.731312	2534.572717
3197	0.05708962752	2924.276716	2534.316434
3198	0.05707565692	2923.696598	2533.647058
3199	0.05706412638	2922.984661	2532.897557
3200	0.05699592539	2921.030687	2531.255464
3201	0.05697958996	2920.318758	2530.473432
3202	0.05697322356	2919.854756	2530.195177
3203	0.05695528239	2919.163971	2529.443841
3204	0.05688890861	2915.863436	2526.368157
3205	0.05688464386	2915.409237	2526.112218
3206	0.05680853512	2913.11246	2523.753544
3207	0.05680158092	2912.663334	2523.492796
3208	0.05679517955	2912.255338	2523.286085
3209	0.05674083731	2910.684929	2522.102906
3210	0.05673664818	2910.280927	2521.913853
3211	0.05672907682	2909.793461	2521.606478
3212	0.0567215186	2909.306571	2521.299302
3213	0.05670137731	2908.264746	2520.388173
3214	0.05666990222	2905.968122	2518.417433
3215	0.05666490197	2905.540101	2518.162655
3216	0.05664776087	2904.65121	2517.293453
3217	0.05664251217	2904.233405	2517.054402
3218	0.05663503885	2903.744137	2516.746776
3219	0.05662471814	2903.128133	2516.136327
3220	0.0566206101	2902.708998	2515.8883
3221	0.05660684157	2902.039226	2515.129985
3222	0.05660307727	2901.599555	2514.87359
3223	0.05658726915	2900.963118	2514.150533
3224	0.0565842904	2900.548786	2513.943297
3225	0.05657946485	2900.100927	2513.689542
3226	0.05657017342	2899.419603	2513.20076
3227	0.05646596216	2896.199041	2510.052548
3228	0.05643328127	2894.061002	2508.371854
3229	0.05640086226	2892.422841	2506.663382
3230	0.0563629999	2891.0996	2505.555092
