iter	Passed	Remaining
1712	3745	7186
1713	3747	7184
1714	3749	7182
1715	3751	7179
1716	3753	7177
1717	3755	7175
1718	3758	7172
1719	3760	7170
1720	3762	7168
1721	3764	7166
1722	3766	7163
1723	3768	7161
1724	3771	7159
1725	3773	7157
1726	3775	7154
1727	3777	7152
1728	3779	7150
1729	3781	7147
1730	3783	7145
1731	3785	7143
1732	3787	7140
1733	3790	7138
1734	3792	7136
1735	3794	7133
1736	3796	7131
1737	3798	7129
1738	3800	7127
1739	3802	7124
1740	3804	7122
1741	3807	7120
1742	3809	7117
1743	3811	7115
1744	3813	7113
1745	3815	7111
1746	3817	7108
1747	3819	7106
1748	3822	7104
1749	3824	7102
1750	3826	7099
1751	3828	7097
1752	3830	7095
1753	3833	7093
1754	3835	7091
1755	3837	7089
1756	3839	7087
1757	3842	7086
1758	3845	7085
1759	3848	7084
1760	3851	7084
1761	3854	7082
1762	3857	7081
1763	3860	7081
1764	3862	7079
1765	3864	7077
1766	3867	7075
1767	3869	7073
1768	3871	7070
1769	3873	7068
1770	3875	7066
1771	3877	7064
1772	3880	7062
1773	3882	7059
1774	3884	7057
1775	3886	7055
1776	3888	7053
1777	3891	7051
1778	3893	7049
1779	3895	7047
1780	3897	7045
1781	3900	7042
1782	3902	7040
1783	3904	7038
1784	3906	7036
1785	3908	7034
1786	3911	7032
1787	3913	7029
1788	3915	7027
1789	3917	7025
1790	3919	7022
1791	3921	7020
1792	3923	7018
1793	3925	7016
1794	3928	7013
1795	3930	7011
1796	3932	7009
1797	3934	7006
1798	3936	7004
1799	3938	7002
1800	3940	7000
1801	3943	6997
1802	3945	6995
1803	3947	6993
1804	3949	6991
1805	3951	6988
1806	3953	6986
1807	3956	6984
1808	3958	6982
1809	3960	6979
1810	3962	6977
1811	3964	6975
1812	3969	6977
1813	3971	6975
1814	3973	6973
1815	3975	6970
1816	3978	6968
1817	3980	6966
1818	3982	6964
1819	3984	6961
1820	3986	6959
1821	3988	6957
1822	3990	6954
1823	3992	6952
1824	3995	6950
1825	3997	6947
1826	3999	6945
1827	4001	6943
1828	4003	6941
1829	4005	6938
1830	4007	6936
1831	4010	6934
1832	4012	6932
1833	4014	6929
1834	4016	6927
1835	4018	6925
1836	4020	6922
1837	4022	6920
1838	4024	6918
1839	4027	6916
1840	4029	6913
1841	4031	6911
1842	4033	6909
1843	4035	6907
1844	4037	6904
1845	4039	6902
1846	4042	6900
1847	4044	6897
1848	4046	6895
1849	4048	6893
1850	4050	6891
1851	4052	6888
1852	4054	6886
1853	4057	6884
1854	4059	6881
1855	4061	6879
1856	4063	6877
1857	4065	6875
1858	4067	6872
1859	4069	6870
1860	4072	6868
1861	4074	6866
1862	4076	6864
1863	4078	6862
1864	4081	6860
1865	4083	6858
1866	4085	6856
1867	4087	6854
1868	4090	6852
1869	4092	6849
1870	4094	6847
1871	4096	6845
1872	4099	6843
1873	4101	6841
1874	4103	6838
1875	4105	6836
1876	4107	6834
1877	4109	6832
1878	4112	6830
1879	4114	6828
1880	4116	6826
1881	4118	6823
1882	4121	6821
1883	4123	6819
1884	4125	6817
1885	4127	6815
1886	4130	6813
1887	4132	6811
1888	4134	6809
1889	4136	6807
1890	4139	6805
1891	4141	6802
1892	4143	6800
1893	4145	6798
1894	4147	6796
1895	4150	6794
1896	4152	6792
1897	4154	6789
1898	4156	6787
1899	4158	6785
1900	4161	6783
1901	4163	6781
1902	4165	6779
1903	4167	6777
1904	4170	6775
1905	4172	6772
1906	4174	6771
1907	4176	6768
1908	4179	6766
1909	4181	6764
1910	4183	6762
1911	4185	6759
1912	4187	6757
1913	4189	6755
1914	4192	6753
1915	4194	6750
1916	4196	6748
1917	4198	6746
1918	4200	6743
1919	4202	6741
1920	4204	6739
1921	4206	6737
1922	4209	6734
1923	4211	6732
1924	4213	6730
1925	4215	6728
1926	4217	6725
1927	4219	6723
1928	4222	6721
1929	4224	6719
1930	4226	6716
1931	4228	6714
1932	4230	6712
1933	4232	6709
1934	4234	6707
1935	4236	6705
1936	4239	6703
1937	4241	6701
1938	4243	6698
1939	4245	6696
1940	4247	6694
1941	4249	6691
1942	4251	6689
1943	4253	6687
1944	4256	6685
1945	4258	6682
1946	4260	6680
1947	4262	6678
1948	4264	6675
1949	4266	6673
1950	4268	6671
1951	4271	6669
1952	4273	6667
1953	4275	6664
1954	4277	6662
1955	4279	6660
1956	4281	6657
1957	4284	6655
1958	4286	6653
1959	4288	6651
1960	4290	6649
1961	4292	6646
1962	4294	6644
1963	4296	6642
1964	4298	6639
1965	4301	6637
1966	4303	6635
1967	4305	6633
1968	4307	6630
1969	4309	6628
1970	4311	6626
1971	4313	6624
1972	4316	6621
1973	4318	6619
1974	4320	6617
1975	4322	6614
1976	4324	6612
1977	4326	6610
1978	4328	6607
1979	4330	6605
1980	4333	6603
1981	4335	6601
1982	4337	6598
1983	4339	6596
1984	4341	6594
1985	4343	6591
1986	4345	6589
1987	4347	6587
1988	4350	6585
1989	4352	6582
1990	4354	6580
1991	4356	6578
1992	4358	6576
1993	4360	6574
1994	4362	6571
1995	4365	6569
1996	4367	6567
1997	4369	6564
1998	4371	6562
1999	4373	6560
2000	4375	6557
2001	4378	6556
2002	4380	6553
2003	4382	6551
2004	4384	6549
2005	4386	6546
2006	4388	6544
2007	4390	6542
2008	4392	6540
2009	4395	6537
2010	4397	6535
2011	4399	6533
2012	4401	6531
2013	4403	6528
2014	4405	6526
2015	4407	6524
2016	4409	6521
2017	4412	6519
2018	4414	6517
2019	4416	6515
2020	4418	6512
2021	4420	6510
2022	4422	6508
2023	4424	6506
2024	4427	6503
2025	4429	6501
2026	4431	6499
2027	4433	6497
2028	4435	6494
2029	4437	6492
2030	4439	6490
2031	4441	6488
2032	4444	6485
2033	4446	6483
2034	4448	6481
2035	4450	6479
2036	4452	6476
2037	4454	6474
2038	4457	6472
2039	4459	6470
2040	4461	6467
2041	4463	6465
2042	4465	6463
2043	4467	6461
2044	4469	6458
2045	4472	6456
2046	4474	6454
2047	4476	6452
2048	4478	6450
2049	4480	6447
2050	4482	6445
2051	4485	6443
2052	4487	6441
2053	4489	6438
2054	4491	6436
2055	4493	6434
2056	4495	6432
2057	4497	6429
2058	4499	6427
2059	4502	6425
2060	4504	6423
2061	4506	6420
2062	4508	6418
2063	4510	6416
2064	4512	6413
2065	4514	6411
2066	4516	6409
2067	4519	6407
2068	4521	6404
2069	4523	6402
2070	4525	6400
2071	4527	6397
2072	4529	6395
2073	4531	6393
2074	4534	6391
2075	4536	6389
2076	4538	6386
2077	4540	6384
2078	4542	6382
2079	4544	6380
2080	4546	6377
2081	4548	6375
2082	4551	6373
2083	4553	6370
2084	4555	6368
2085	4557	6366
2086	4559	6364
2087	4561	6361
2088	4563	6359
2089	4565	6357
2090	4568	6355
2091	4570	6352
2092	4572	6350
2093	4574	6348
2094	4576	6346
2095	4578	6343
2096	4580	6341
2097	4582	6339
2098	4585	6337
2099	4587	6334
2100	4589	6332
2101	4591	6330
2102	4593	6328
2103	4596	6326
2104	4598	6323
2105	4600	6321
2106	4602	6319
2107	4604	6317
2108	4606	6314
2109	4608	6312
2110	4610	6310
2111	4613	6308
2112	4615	6305
2113	4617	6303
2114	4619	6301
2115	4621	6299
2116	4623	6296
2117	4625	6294
2118	4627	6292
2119	4630	6289
2120	4632	6287
2121	4634	6285
2122	4636	6283
2123	4638	6280
2124	4640	6278
2125	4642	6276
2126	4644	6273
2127	4647	6271
2128	4649	6269
2129	4651	6267
2130	4653	6264
2131	4655	6262
2132	4657	6260
2133	4659	6258
2134	4661	6255
2135	4664	6253
2136	4666	6251
2137	4668	6249
2138	4670	6246
2139	4672	6244
2140	4674	6242
2141	4676	6240
2142	4679	6238
2143	4681	6235
2144	4683	6233
2145	4685	6231
2146	4687	6228
2147	4689	6226
2148	4691	6224
2149	4693	6222
2150	4695	6219
2151	4698	6217
2152	4700	6215
2153	4702	6212
2154	4704	6210
2155	4706	6208
2156	4708	6206
2157	4710	6203
2158	4712	6201
2159	4715	6199
2160	4717	6197
2161	4719	6194
2162	4721	6192
2163	4723	6190
2164	4725	6187
2165	4727	6185
2166	4729	6183
2167	4731	6181
2168	4733	6178
2169	4736	6176
2170	4738	6174
2171	4740	6171
2172	4742	6169
2173	4744	6167
2174	4746	6165
2175	4748	6162
2176	4750	6160
2177	4753	6158
2178	4755	6156
2179	4757	6153
2180	4759	6151
2181	4761	6149
2182	4763	6147
2183	4765	6144
2184	4767	6142
2185	4770	6140
2186	4772	6138
2187	4774	6136
2188	4776	6133
2189	4778	6131
2190	4780	6129
2191	4783	6127
2192	4785	6125
2193	4787	6122
2194	4789	6120
2195	4791	6118
2196	4793	6116
2197	4796	6113
2198	4798	6111
2199	4800	6109
2200	4802	6107
2201	4805	6105
2202	4807	6103
2203	4809	6101
2204	4811	6099
2205	4813	6097
2206	4816	6094
2207	4818	6092
2208	4820	6090
2209	4822	6088
2210	4824	6085
2211	4826	6083
2212	4829	6081
2213	4831	6079
2214	4833	6077
2215	4835	6075
2216	4838	6073
2217	4840	6071
2218	4842	6068
2219	4844	6066
2220	4846	6064
2221	4848	6062
2222	4851	6059
2223	4853	6057
2224	4855	6055
2225	4857	6053
2226	4859	6050
2227	4861	6048
2228	4863	6046
2229	4865	6043
2230	4867	6041
2231	4869	6039
2232	4871	6037
2233	4874	6034
2234	4876	6032
2235	4878	6030
2236	4880	6028
2237	4882	6025
2238	4884	6023
2239	4886	6021
2240	4889	6019
2241	4891	6016
2242	4893	6014
2243	4895	6012
2244	4897	6010
2245	4899	6007
2246	4901	6005
2247	4903	6003
2248	4905	6001
2249	4908	5998
2250	4910	5996
2251	4912	5994
2252	4914	5992
2253	4916	5989
2254	4918	5987
2255	4920	5985
2256	4922	5982
2257	4925	5980
2258	4927	5978
2259	4929	5976
2260	4931	5974
2261	4933	5971
2262	4935	5969
2263	4937	5967
2264	4939	5964
2265	4942	5962
2266	4944	5960
2267	4946	5958
2268	4948	5955
2269	4950	5953
2270	4952	5951
2271	4954	5949
2272	4956	5946
2273	4958	5944
2274	4961	5942
2275	4963	5940
2276	4965	5937
2277	4967	5935
2278	4969	5933
2279	4971	5931
2280	4973	5928
2281	4975	5926
2282	4978	5924
2283	4980	5922
2284	4982	5919
2285	4984	5917
2286	4986	5915
2287	4988	5912
2288	4990	5910
2289	4992	5908
2290	4994	5906
2291	4996	5903
2292	4998	5901
2293	5001	5899
2294	5003	5896
2295	5005	5894
2296	5007	5892
2297	5009	5890
2298	5011	5887
2299	5013	5885
2300	5015	5883
2301	5018	5881
2302	5020	5879
2303	5022	5877
2304	5024	5875
2305	5026	5872
2306	5029	5870
2307	5031	5868
2308	5033	5866
2309	5035	5863
2310	5037	5861
2311	5039	5859
2312	5041	5857
2313	5043	5854
2314	5046	5852
2315	5048	5850
2316	5050	5848
2317	5052	5845
2318	5054	5843
2319	5056	5841
2320	5058	5839
2321	5060	5836
2322	5063	5834
2323	5065	5832
2324	5067	5830
2325	5069	5827
2326	5071	5825
2327	5073	5823
2328	5075	5820
2329	5077	5818
2330	5079	5816
2331	5082	5814
2332	5084	5812
2333	5086	5809
2334	5088	5807
2335	5090	5805
2336	5092	5802
2337	5094	5800
2338	5096	5798
2339	5098	5796
2340	5101	5793
2341	5103	5791
2342	5105	5789
2343	5107	5787
2344	5109	5784
2345	5111	5782
2346	5113	5780
2347	5115	5778
2348	5117	5775
2349	5119	5773
2350	5122	5771
2351	5124	5769
2352	5126	5766
2353	5128	5764
2354	5130	5762
2355	5132	5759
2356	5134	5757
2357	5136	5755
2358	5138	5753
2359	5140	5750
2360	5143	5748
2361	5145	5746
2362	5147	5744
2363	5149	5741
2364	5151	5739
2365	5153	5737
2366	5155	5735
2367	5157	5732
2368	5160	5730
2369	5162	5728
2370	5164	5726
2371	5166	5724
2372	5168	5721
2373	5170	5719
2374	5172	5717
2375	5174	5715
2376	5177	5712
2377	5179	5710
2378	5181	5708
2379	5183	5706
2380	5185	5703
2381	5187	5701
2382	5189	5699
2383	5191	5697
2384	5194	5694
2385	5196	5692
2386	5198	5690
2387	5200	5688
2388	5202	5685
2389	5204	5683
2390	5206	5681
2391	5209	5679
2392	5211	5677
2393	5213	5674
2394	5215	5672
2395	5217	5670
2396	5219	5668
2397	5221	5665
2398	5223	5663
2399	5225	5661
2400	5228	5659
2401	5230	5657
2402	5232	5654
2403	5234	5652
2404	5236	5650
2405	5239	5648
2406	5241	5646
2407	5243	5644
2408	5245	5641
2409	5247	5639
2410	5249	5637
2411	5251	5635
2412	5253	5632
2413	5256	5630
2414	5258	5628
2415	5260	5626
2416	5262	5623
2417	5264	5621
2418	5266	5619
2419	5268	5617
2420	5270	5614
2421	5273	5612
2422	5275	5610
2423	5277	5608
2424	5279	5605
2425	5281	5603
2426	5283	5601
2427	5285	5599
2428	5287	5596
2429	5289	5594
2430	5292	5592
2431	5294	5590
2432	5296	5587
2433	5298	5585
2434	5300	5583
2435	5302	5581
2436	5304	5579
2437	5306	5576
2438	5308	5574
2439	5311	5572
2440	5313	5569
2441	5315	5567
2442	5317	5565
2443	5319	5563
2444	5321	5561
2445	5323	5558
2446	5325	5556
2447	5327	5554
2448	5329	5551
2449	5332	5549
2450	5334	5547
2451	5336	5545
2452	5338	5543
2453	5340	5540
2454	5342	5538
2455	5344	5536
2456	5346	5533
2457	5348	5531
2458	5351	5529
2459	5353	5527
2460	5355	5525
2461	5357	5522
2462	5359	5520
2463	5361	5518
2464	5363	5516
2465	5366	5514
2466	5368	5511
2467	5370	5509
2468	5372	5507
2469	5374	5505
2470	5376	5502
2471	5378	5500
2472	5380	5498
2473	5383	5496
2474	5385	5493
2475	5387	5491
2476	5389	5489
2477	5391	5487
2478	5393	5485
2479	5395	5482
2480	5398	5480
2481	5400	5478
2482	5402	5476
2483	5404	5473
2484	5406	5471
2485	5408	5469
2486	5410	5467
2487	5412	5465
2488	5414	5462
2489	5417	5460
2490	5419	5458
2491	5421	5456
2492	5423	5453
2493	5425	5451
2494	5427	5449
2495	5429	5447
2496	5431	5444
2497	5434	5442
2498	5436	5440
2499	5438	5438
2500	5440	5436
2501	5442	5434
2502	5444	5431
2503	5447	5429
2504	5449	5427
2505	5451	5425
2506	5453	5422
2507	5455	5420
2508	5457	5418
2509	5459	5416
2510	5461	5414
2511	5463	5411
2512	5466	5409
2513	5468	5407
2514	5470	5405
2515	5472	5402
2516	5474	5400
2517	5476	5398
2518	5478	5396
2519	5480	5393
2520	5483	5391
2521	5485	5389
2522	5487	5387
2523	5489	5385
2524	5491	5382
2525	5493	5380
2526	5495	5378
2527	5497	5376
2528	5499	5373
2529	5502	5371
2530	5504	5369
2531	5506	5367
2532	5508	5364
2533	5510	5362
2534	5512	5360
2535	5514	5358
2536	5516	5355
2537	5518	5353
2538	5521	5351
2539	5523	5349
2540	5525	5347
2541	5527	5344
2542	5529	5342
2543	5531	5340
2544	5533	5338
2545	5535	5335
2546	5538	5333
2547	5540	5331
2548	5542	5329
2549	5544	5327
2550	5546	5324
2551	5548	5322
2552	5550	5320
2553	5553	5318
2554	5555	5315
2555	5557	5313
2556	5559	5311
2557	5561	5309
2558	5563	5306
2559	5565	5304
2560	5567	5302
2561	5569	5300
2562	5572	5298
2563	5574	5295
2564	5576	5293
2565	5578	5291
2566	5580	5289
2567	5582	5287
2568	5584	5284
2569	5587	5282
2570	5589	5280
2571	5591	5278
2572	5593	5275
2573	5595	5273
2574	5597	5271
2575	5599	5269
2576	5601	5266
2577	5603	5264
2578	5605	5262
2579	5608	5260
2580	5610	5257
2581	5612	5255
2582	5615	5254
2583	5617	5251
2584	5619	5249
2585	5621	5247
2586	5623	5245
2587	5625	5242
2588	5627	5240
2589	5629	5238
2590	5631	5236
2591	5633	5234
2592	5636	5231
2593	5638	5229
2594	5640	5227
2595	5642	5225
2596	5644	5222
2597	5646	5220
2598	5648	5218
2599	5650	5216
2600	5653	5214
2601	5655	5211
2602	5657	5209
2603	5659	5207
2604	5661	5205
2605	5663	5203
2606	5666	5200
2607	5668	5198
2608	5670	5196
2609	5672	5194
2610	5674	5191
2611	5676	5189
2612	5678	5187
2613	5680	5185
2614	5682	5183
2615	5685	5180
2616	5687	5178
2617	5689	5176
2618	5691	5174
2619	5693	5171
2620	5695	5169
2621	5697	5167
2622	5699	5165
2623	5701	5163
2624	5704	5160
2625	5706	5158
2626	5708	5156
2627	5710	5154
2628	5712	5151
2629	5714	5149
2630	5716	5147
2631	5719	5145
2632	5721	5143
2633	5724	5142
2634	5727	5140
2635	5730	5139
2636	5733	5137
2637	5736	5136
2638	5739	5134
2639	5742	5133
2640	5745	5131
2641	5748	5130
2642	5751	5128
2643	5754	5127
2644	5757	5125
2645	5759	5124
2646	5763	5123
2647	5765	5121
2648	5768	5119
2649	5770	5117
2650	5772	5114
2651	5774	5112
2652	5776	5110
2653	5779	5108
2654	5781	5106
2655	5783	5103
2656	5785	5101
2657	5787	5099
2658	5790	5097
2659	5792	5095
2660	5794	5093
2661	5796	5091
2662	5798	5088
2663	5800	5086
2664	5803	5084
2665	5805	5082
2666	5807	5080
2667	5809	5077
2668	5811	5075
2669	5813	5073
2670	5815	5071
2671	5818	5069
2672	5820	5066
2673	5822	5064
2674	5824	5062
2675	5826	5060
2676	5828	5058
2677	5831	5055
2678	5833	5053
2679	5835	5051
2680	5837	5049
2681	5840	5047
2682	5842	5045
2683	5844	5042
2684	5846	5040
2685	5848	5038
2686	5850	5036
2687	5852	5033
2688	5854	5031
2689	5856	5029
2690	5858	5027
2691	5860	5024
2692	5863	5022
2693	5865	5020
2694	5867	5018
2695	5869	5016
2696	5871	5013
2697	5873	5011
2698	5875	5009
2699	5877	5007
2700	5880	5004
2701	5882	5002
2702	5884	5000
2703	5886	4998
2704	5888	4996
2705	5890	4993
2706	5892	4991
2707	5894	4989
2708	5897	4987
2709	5899	4984
2710	5901	4982
2711	5903	4980
2712	5905	4978
2713	5907	4975
2714	5909	4973
2715	5912	4971
2716	5914	4969
2717	5916	4967
2718	5918	4965
2719	5920	4962
2720	5922	4960
2721	5924	4958
2722	5926	4956
2723	5929	4953
2724	5931	4951
2725	5933	4949
2726	5935	4947
2727	5937	4944
2728	5939	4942
2729	5941	4940
2730	5943	4938
2731	5945	4936
2732	5948	4933
2733	5950	4931
2734	5952	4929
2735	5954	4927
2736	5956	4925
2737	5958	4922
2738	5961	4920
2739	5963	4918
2740	5965	4916
2741	5967	4913
2742	5969	4911
2743	5971	4909
2744	5973	4907
2745	5975	4905
2746	5977	4902
2747	5979	4900
2748	5982	4898
2749	5984	4896
2750	5986	4893
2751	5988	4891
2752	5990	4889
2753	5992	4887
2754	5994	4885
2755	5996	4882
2756	5999	4880
2757	6001	4878
2758	6003	4876
2759	6005	4874
2760	6007	4871
2761	6009	4869
2762	6011	4867
2763	6013	4865
2764	6016	4862
2765	6018	4860
2766	6020	4858
2767	6022	4856
2768	6024	4853
2769	6026	4851
2770	6028	4849
2771	6030	4847
2772	6032	4844
2773	6034	4842
2774	6037	4840
2775	6039	4838
2776	6041	4836
2777	6043	4833
2778	6045	4831
2779	6047	4829
2780	6049	4827
2781	6051	4824
2782	6053	4822
2783	6055	4820
2784	6058	4818
2785	6060	4815
2786	6062	4813
2787	6064	4811
2788	6066	4809
2789	6068	4807
2790	6070	4804
2791	6072	4802
2792	6075	4800
2793	6077	4798
2794	6079	4795
2795	6081	4793
2796	6083	4791
2797	6085	4789
2798	6087	4787
2799	6089	4784
2800	6091	4782
2801	6094	4780
2802	6096	4778
2803	6098	4776
2804	6100	4773
2805	6102	4771
2806	6104	4769
2807	6106	4767
2808	6108	4764
2809	6111	4762
2810	6113	4760
2811	6115	4758
2812	6117	4756
2813	6119	4754
2814	6121	4751
2815	6124	4749
2816	6126	4747
2817	6128	4745
2818	6130	4742
2819	6132	4740
2820	6134	4738
2821	6136	4736
2822	6138	4734
2823	6141	4731
2824	6143	4729
2825	6145	4727
2826	6147	4725
2827	6149	4723
2828	6151	4720
2829	6153	4718
2830	6155	4716
2831	6158	4714
2832	6160	4711
2833	6162	4709
2834	6164	4707
2835	6166	4705
2836	6168	4703
2837	6170	4700
2838	6172	4698
2839	6174	4696
2840	6177	4694
2841	6179	4692
2842	6181	4689
2843	6183	4687
2844	6185	4685
2845	6187	4683
2846	6189	4680
2847	6191	4678
2848	6194	4676
2849	6196	4674
2850	6198	4672
2851	6200	4669
2852	6202	4667
2853	6204	4665
2854	6206	4663
2855	6208	4661
2856	6211	4658
2857	6213	4656
2858	6215	4654
2859	6217	4652
2860	6219	4649
2861	6221	4647
2862	6223	4645
2863	6225	4643
2864	6227	4640
2865	6229	4638
2866	6232	4636
2867	6234	4634
2868	6236	4632
2869	6238	4629
2870	6240	4627
2871	6242	4625
2872	6245	4623
2873	6247	4621
2874	6249	4618
2875	6251	4616
2876	6253	4614
2877	6255	4612
2878	6257	4610
2879	6259	4607
2880	6261	4605
2881	6264	4603
2882	6266	4601
2883	6268	4599
2884	6270	4596
2885	6272	4594
2886	6274	4592
2887	6276	4590
2888	6278	4587
2889	6280	4585
2890	6283	4583
2891	6285	4581
2892	6287	4579
2893	6289	4576
2894	6291	4574
2895	6293	4572
2896	6295	4570
2897	6297	4567
2898	6299	4565
2899	6302	4563
2900	6304	4561
2901	6306	4559
2902	6308	4557
2903	6310	4554
2904	6312	4552
2905	6314	4550
2906	6317	4548
2907	6319	4546
2908	6321	4543
2909	6323	4541
2910	6325	4539
2911	6327	4537
2912	6329	4534
2913	6331	4532
2914	6334	4530
2915	6336	4528
2916	6338	4526
2917	6340	4524
2918	6342	4521
2919	6344	4519
2920	6346	4517
2921	6349	4515
2922	6351	4513
2923	6353	4510
2924	6355	4508
2925	6357	4506
2926	6359	4504
2927	6361	4501
2928	6363	4499
2929	6366	4497
2930	6368	4495
2931	6370	4493
2932	6372	4490
2933	6374	4488
2934	6376	4486
2935	6378	4484
2936	6380	4482
2937	6383	4479
2938	6385	4477
2939	6387	4475
2940	6389	4473
2941	6391	4471
2942	6393	4468
2943	6395	4466
2944	6397	4464
2945	6400	4462
2946	6402	4460
2947	6404	4457
2948	6406	4455
2949	6408	4453
2950	6410	4451
2951	6413	4449
2952	6415	4447
2953	6417	4444
2954	6419	4442
2955	6421	4440
2956	6423	4438
2957	6425	4436
2958	6428	4433
2959	6430	4431
2960	6432	4429
2961	6434	4427
2962	6436	4424
2963	6438	4422
2964	6440	4420
2965	6442	4418
2966	6444	4416
2967	6447	4413
2968	6449	4411
2969	6451	4409
2970	6453	4407
2971	6455	4404
2972	6457	4402
2973	6459	4400
2974	6461	4398
2975	6463	4396
2976	6466	4393
2977	6468	4391
2978	6470	4389
2979	6472	4387
2980	6474	4385
2981	6477	4383
2982	6479	4381
2983	6481	4378
2984	6483	4376
2985	6485	4374
2986	6487	4372
2987	6489	4369
2988	6491	4367
2989	6494	4365
2990	6496	4363
2991	6498	4361
2992	6500	4358
2993	6502	4356
2994	6504	4354
2995	6506	4352
2996	6508	4350
2997	6510	4347
2998	6513	4345
2999	6515	4343
3000	6517	4341
3001	6523	4341
3002	6525	4339
3003	6527	4337
3004	6529	4335
3005	6532	4332
3006	6534	4330
3007	6536	4328
3008	6538	4326
3009	6540	4324
3010	6542	4321
3011	6544	4319
3012	6547	4317
3013	6549	4315
3014	6551	4313
3015	6553	4311
3016	6555	4309
3017	6558	4306
3018	6560	4304
3019	6562	4302
3020	6564	4300
3021	6566	4297
3022	6568	4295
3023	6570	4293
3024	6572	4291
3025	6575	4289
3026	6577	4286
3027	6579	4284
3028	6581	4282
3029	6583	4280
3030	6585	4278
3031	6587	4275
3032	6589	4273
3033	6591	4271
3034	6593	4269
3035	6596	4267
3036	6598	4264
3037	6600	4262
3038	6602	4260
3039	6604	4258
3040	6606	4255
3041	6608	4253
3042	6610	4251
3043	6612	4249
3044	6615	4247
3045	6617	4244
3046	6619	4242
3047	6621	4240
3048	6623	4238
3049	6625	4236
3050	6627	4233
3051	6629	4231
3052	6631	4229
3053	6633	4227
3054	6636	4224
3055	6638	4222
3056	6640	4220
3057	6642	4218
3058	6644	4216
3059	6646	4213
3060	6648	4211
3061	6650	4209
3062	6653	4207
3063	6655	4205
3064	6657	4202
3065	6659	4200
3066	6661	4198
3067	6663	4196
3068	6666	4194
3069	6668	4192
3070	6670	4189
3071	6672	4187
3072	6674	4185
3073	6676	4183
3074	6679	4181
3075	6681	4178
3076	6683	4176
3077	6685	4174
3078	6687	4172
3079	6689	4170
3080	6691	4168
3081	6694	4166
3082	6696	4163
3083	6698	4161
3084	6700	4159
3085	6702	4157
3086	6705	4155
3087	6707	4152
3088	6709	4150
3089	6711	4148
3090	6714	4146
3091	6716	4144
3092	6718	4142
3093	6720	4140
3094	6722	4137
3095	6725	4135
3096	6727	4133
3097	6729	4131
3098	6731	4129
3099	6733	4126
3100	6735	4124
3101	6737	4122
3102	6740	4120
3103	6742	4118
3104	6744	4116
3105	6746	4113
3106	6748	4111
3107	6750	4109
3108	6752	4107
3109	6754	4105
3110	6757	4102
3111	6759	4100
3112	6761	4098
3113	6763	4096
3114	6765	4094
3115	6767	4091
3116	6769	4089
3117	6772	4087
3118	6774	4085
3119	6776	4083
3120	6778	4080
3121	6780	4078
3122	6782	4076
3123	6784	4074
3124	6786	4072
3125	6788	4069
3126	6791	4067
3127	6793	4065
3128	6795	4063
3129	6797	4061
3130	6799	4058
3131	6801	4056
3132	6803	4054
3133	6805	4052
3134	6807	4050
3135	6810	4047
3136	6812	4045
3137	6814	4043
3138	6816	4041
3139	6818	4039
3140	6820	4036
3141	6822	4034
3142	6824	4032
3143	6826	4030
3144	6829	4027
3145	6831	4025
3146	6833	4023
3147	6835	4021
3148	6837	4019
3149	6839	4016
3150	6841	4014
3151	6843	4012
3152	6845	4010
3153	6848	4008
3154	6850	4005
3155	6852	4003
3156	6854	4001
3157	6856	3999
3158	6858	3997
3159	6860	3994
3160	6862	3992
3161	6865	3990
3162	6867	3988
3163	6869	3986
3164	6871	3983
3165	6873	3981
3166	6875	3979
3167	6877	3977
3168	6879	3975
3169	6882	3972
3170	6884	3970
3171	6886	3968
3172	6888	3966
3173	6890	3964
3174	6892	3961
3175	6894	3959
3176	6897	3957
3177	6899	3955
3178	6901	3953
3179	6903	3951
3180	6905	3948
3181	6907	3946
3182	6909	3944
3183	6911	3942
3184	6914	3940
3185	6916	3937
3186	6918	3935
3187	6920	3933
3188	6922	3931
3189	6924	3929
3190	6926	3926
3191	6929	3924
3192	6931	3922
3193	6933	3920
3194	6935	3918
3195	6937	3915
3196	6939	3913
3197	6941	3911
3198	6943	3909
3199	6945	3907
3200	6947	3904
3201	6950	3902
3202	6952	3900
3203	6954	3898
3204	6956	3896
3205	6958	3894
3206	6961	3891
3207	6963	3889
3208	6965	3887
3209	6967	3885
3210	6969	3883
3211	6971	3880
3212	6973	3878
3213	6975	3876
3214	6977	3874
3215	6980	3872
3216	6982	3869
3217	6984	3867
3218	6986	3865
3219	6988	3863
3220	6990	3860
3221	6992	3858
3222	6994	3856
3223	6997	3854
3224	6999	3852
3225	7001	3850
3226	7003	3847
3227	7005	3845
3228	7007	3843
3229	7009	3841
3230	7011	3839
3231	7013	3836
3232	7016	3834
3233	7018	3832
3234	7020	3830
3235	7022	3828
3236	7024	3825
3237	7026	3823
3238	7028	3821
3239	7030	3819
3240	7032	3817
3241	7035	3814
3242	7037	3812
3243	7039	3810
3244	7041	3808
3245	7043	3806
3246	7045	3803
3247	7047	3801
3248	7049	3799
3249	7052	3797
3250	7054	3795
3251	7056	3792
3252	7058	3790
3253	7060	3788
3254	7062	3786
3255	7064	3784
3256	7066	3781
3257	7068	3779
3258	7071	3777
3259	7073	3775
3260	7075	3773
3261	7077	3770
3262	7079	3768
3263	7081	3766
3264	7083	3764
3265	7086	3762
